record,detector,detector_label,fiducial,correction,coverage_target,fs,sub_sample,failed,n_detected,n_ref,analysable_fraction,fraction_corrected,detect_s_per_min,tp,fp,fn,sensitivity,ppv,f1,lag_ms,ibi_mae,ibi_rmse,ibi_bias,ibi_sd,n_ibi,mean_nn_ref,mean_nn_test,mean_nn_err,mean_nn_abserr,mean_nn_pcterr,sdnn_ref,sdnn_test,sdnn_err,sdnn_abserr,sdnn_pcterr,rmssd_ref,rmssd_test,rmssd_err,rmssd_abserr,rmssd_pcterr,pnn50_ref,pnn50_test,pnn50_err,pnn50_abserr,pnn50_pcterr,sdsd_ref,sdsd_test,sdsd_err,sdsd_abserr,sdsd_pcterr,sd1_ref,sd1_test,sd1_err,sd1_abserr,sd1_pcterr,sd2_ref,sd2_test,sd2_err,sd2_abserr,sd2_pcterr,sd1_sd2_ref,sd1_sd2_test,sd1_sd2_err,sd1_sd2_abserr,sd1_sd2_pcterr,sampen_ref,sampen_test,sampen_err,sampen_abserr,sampen_pcterr,dfa_a1_ref,dfa_a1_test,dfa_a1_err,dfa_a1_abserr,dfa_a1_pcterr,lf_ref,lf_test,lf_err,lf_abserr,lf_pcterr,hf_ref,hf_test,hf_err,hf_abserr,hf_pcterr,lf_hf_ref,lf_hf_test,lf_hf_err,lf_hf_abserr,lf_hf_pcterr,is_ceiling
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,100.0,True,False,612,613,0.9841512286143937,0.0,0.021771050995125378,612,0,1,0.99836867862969,1.0,0.9991836734693879,314.2833363053641,4.915138760045764,6.958672536648322,0.01755308976177779,6.964351874070565,611,828.437908496732,828.387438523477,-0.0504699732549625,0.0504699732549625,-0.006092185393416432,46.977980713169195,47.81982431715919,0.841843603989993,0.841843603989993,1.7919961463009446,30.45299025358163,32.492268179563794,2.039277925982166,2.039277925982166,6.696478437753162,9.00163666121113,11.80327868852459,2.801642027313461,2.801642027313461,31.123695976154995,30.477600635297417,32.518469778362025,2.040869143064608,2.040869143064608,6.696292032585367,21.550918083514233,22.994030494089596,1.4431124105753632,1.4431124105753632,6.6962920325853705,62.844405268340736,63.59831567804933,0.7539104097085954,0.7539104097085954,1.1996460249555332,0.3429250064742197,0.36155093494128304,0.018625928467063346,0.018625928467063346,5.431487385118297,1.6764542772105453,1.7514783105883347,0.0750240333777894,0.0750240333777894,4.4751613209888434,1.1460653887927263,1.130106628686738,-0.01595876010598829,0.01595876010598829,-1.3924825112116304,570.2327955867494,600.8345753179418,30.601779731192437,30.601779731192437,5.366541519188543,327.28840925752615,330.36001877787953,3.071609520353377,3.071609520353377,0.938502383057656,1.7422945006832276,1.818726665353286,0.07643216467005853,0.07643216467005853,4.386868272848605,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,100.0,False,False,612,613,0.9841512286143937,0.0,0.021772704368889898,612,0,1,0.99836867862969,1.0,0.9991836734693879,314.00000000000585,6.065466448448333,7.963501027114237,0.009819967266778754,7.970019754403337,611,828.437908496732,828.379705400982,-0.05820309575005922,0.05820309575005922,-0.0070256437028181715,46.977980713169195,48.00778468886837,1.0298039756991741,1.0298039756991741,2.192099277290759,30.45299025358163,33.296974706273,2.8439844526913696,2.8439844526913696,9.338933316595678,9.00163666121113,13.278688524590162,4.277051863379032,4.277051863379032,47.514157973174335,30.477600635297417,33.32381220182439,2.8462115665269714,2.8462115665269714,9.338699593138745,21.550918083514233,23.563493582897042,2.012575499382809,2.012575499382809,9.338699593138749,62.844405268340736,63.67304415240611,0.8286388840653771,0.8286388840653771,1.3185563305550483,0.3429250064742197,0.37007015914766206,0.027145152673442363,0.027145152673442363,7.915769384255467,1.6764542772105453,2.401927536326309,0.7254732591157635,0.7254732591157635,43.27426455810531,1.1460653887927263,1.1234909248883893,-0.02257446390433704,0.02257446390433704,-1.9697361184702684,570.2327955867494,601.7258138954893,31.49301830873992,31.49301830873992,5.522835331898917,327.28840925752615,335.4364058726139,8.14799661508772,8.14799661508772,2.4895463403583253,1.7422945006832276,1.79385959115005,0.05156509046682234,0.05156509046682234,2.9596081745423337,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,50.0,True,False,613,613,0.9841512286143937,0.0016339869281045752,0.031435896325171186,612,1,1,0.99836867862969,0.99836867862969,0.99836867862969,314.5256433218067,4.889149149304118,6.900613209069174,0.010026464389645232,6.906269123196314,610,828.437908496732,827.9347226756323,-0.5031858210996916,0.5031858210996916,-0.06073911103522087,46.977980713169195,48.595214467935065,1.61723375476587,1.61723375476587,3.4425356948399353,30.45299025358163,35.95913375250786,5.506143498926232,5.506143498926232,18.0807974950133,9.00163666121113,12.459016393442624,3.4573797322314945,3.4573797322314945,38.40834575260805,30.477600635297417,35.988227363026,5.510626727728582,5.510626727728582,18.08090733148622,21.550918083514233,25.44751961127895,3.896601527764716,3.896601527764716,18.080907331486227,62.844405268340736,63.83896524852815,0.994559980187411,0.994559980187411,1.5825752124484542,0.3429250064742197,0.3986204900441374,0.055695483569917714,0.055695483569917714,16.241301310321553,1.6764542772105453,1.7466390339475855,0.07018475673704017,0.07018475673704017,4.186499905850143,1.1460653887927263,1.1278412589965627,-0.018224129796163613,0.018224129796163613,-1.5901474710235377,570.2327955867494,639.4430005585898,69.21020497184043,69.21020497184043,12.137184235541131,327.28840925752615,370.37596664574085,43.08755738821469,43.08755738821469,13.165011705107878,1.7422945006832276,1.7264700146438163,-0.015824486039411223,0.015824486039411223,-0.9082555235757084,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,50.0,False,False,613,613,0.9841512286143937,0.0016339869281045752,0.031270299103319465,612,1,1,0.99836867862969,0.99836867862969,0.99836867862969,314.99999999998676,8.101639344263258,10.151960159593603,0.009836065573773846,10.160286914578478,610,828.437908496732,827.9214402618658,-0.5164682348662382,0.5164682348662382,-0.062342419337547195,46.977980713169195,49.16449853919789,2.186517826028698,2.186517826028698,4.654346127345908,30.45299025358163,37.852171473323764,7.399181219742136,7.399181219742136,24.29705969144329,9.00163666121113,14.426229508196723,5.424592846985593,5.424592846985593,60.26229508196723,30.477600635297417,37.88288075695425,7.405280121656833,7.405280121656833,24.29745113557417,21.550918083514233,26.787241874123723,5.2363237906094895,5.2363237906094895,24.29745113557418,62.844405268340736,64.16182280763832,1.3174175392975798,1.3174175392975798,2.0963163445851847,0.3429250064742197,0.4174950258884285,0.07457001941420882,0.07457001941420882,21.745284830902182,1.6764542772105453,1.7071306214925175,0.03067634428197219,0.03067634428197219,1.8298348305099381,1.1460653887927263,1.1104246524216768,-0.035640736371049586,0.035640736371049586,-3.1098344579268553,570.2327955867494,643.8602995125331,73.62750392578369,73.62750392578369,12.911832587605486,327.28840925752615,383.88675335668654,56.598344099160386,56.598344099160386,17.29310983775967,1.7422945006832276,1.677214162464974,-0.06508033821825365,0.06508033821825365,-3.735323631724309,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,30.0,True,False,612,613,0.9841512286143937,0.0,0.04581544408844261,612,0,1,0.99836867862969,1.0,0.9991836734693879,315.4058872180614,5.016599889199736,6.964465550965612,0.026168188337292814,6.970122589168798,611,828.437908496732,828.3960536220525,-0.04185487467952953,0.04185487467952953,-0.005052264539110554,46.977980713169195,47.836359744806465,0.8583790316372699,0.8583790316372699,1.8271943974736298,30.45299025358163,32.50868246431037,2.05569221072874,2.05569221072874,6.750378841654035,9.00163666121113,10.655737704918032,1.654101043706902,1.654101043706902,18.375558867362127,30.477600635297417,32.53481889942028,2.057218264122863,2.057218264122863,6.749935103947489,21.550918083514233,23.00559106845633,1.4546729849420963,1.4546729849420963,6.749935103947496,62.844405268340736,63.61900193228469,0.774596663943953,0.774596663943953,1.2325626452131822,0.3429250064742197,0.36161508935558606,0.018690082881366366,0.018690082881366366,5.450195386311509,1.6764542772105453,1.7398345062532516,0.06338022904270635,0.06338022904270635,3.780611848726635,1.1460653887927263,1.1318120838868722,-0.014253304905854192,0.014253304905854192,-1.243672921740419,570.2327955867494,602.7812615888414,32.54846600209203,32.54846600209203,5.707926000397927,327.28840925752615,329.46912435413805,2.180715096611891,2.180715096611891,0.6662976857503072,1.7422945006832276,1.8295531114500643,0.08725861076683672,0.08725861076683672,5.008258404800045,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,30.0,False,False,612,613,0.9841512286143937,0.0,0.04607779912284801,612,0,1,0.99836867862969,1.0,0.9991836734693879,314.0000000000195,12.138570649208893,15.046826346038305,-0.0010911074740898568,15.059154720104107,611,828.437908496732,828.3687943262412,-0.06911417049082047,0.06911417049082047,-0.00834270978934725,46.977980713169195,49.50477536735672,2.526794654187526,2.526794654187526,5.378678725284583,30.45299025358163,39.11591293589985,8.662922682318221,8.662922682318221,28.446870439264533,9.00163666121113,20.327868852459016,11.326232191247886,11.326232191247886,125.8241430700447,30.477600635297417,39.14740341932344,8.669802784026022,8.669802784026022,28.446474142669718,21.550918083514233,27.681394423649042,6.130476340134809,6.130476340134809,28.446474142669718,62.844405268340736,64.3054116782349,1.4610064098941677,1.4610064098941677,2.3247994847843394,0.3429250064742197,0.43046757187650836,0.08754256540228866,0.08754256540228866,25.528195304960914,1.6764542772105453,1.3580156616289645,-0.3184386155815808,0.3184386155815808,-18.994768894707423,1.1460653887927263,1.068501896978406,-0.07756349181432043,0.07756349181432043,-6.767806843554221,570.2327955867494,609.319287862276,39.086492275526666,39.086492275526666,6.854479885764558,327.28840925752615,354.3630050550821,27.074595797555958,27.074595797555958,8.272396770474195,1.7422945006832276,1.719477708367338,-0.02281679231588951,0.02281679231588951,-1.3095829842166224,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,25.0,True,False,612,613,0.9841512286143937,0.0,0.03251619912891992,612,0,1,0.99836867862969,1.0,0.9991836734693879,315.6685904771366,4.935369991656655,7.110221896926831,0.02656426132852694,7.115997897318805,611,828.437908496732,828.3964496950438,-0.041458801688236235,0.041458801688236235,-0.005004454922091458,46.977980713169195,47.851420294057995,0.8734395808887996,0.8734395808887996,1.8592531386602382,30.45299025358163,32.6683359129569,2.21534565937527,2.21534565937527,7.274640818284568,9.00163666121113,11.967213114754099,2.965576453542969,2.965576453542969,32.944858420268254,30.477600635297417,32.694602125458886,2.2170014901614685,2.2170014901614685,7.274199556227086,21.550918083514233,23.11857487110809,1.567656787593858,1.567656787593858,7.2741995562271,62.844405268340736,63.60069452644476,0.7562892581040259,0.7562892581040259,1.2034313235597178,0.3429250064742197,0.36349563543674096,0.020570628962521265,0.020570628962521265,5.9985794486141435,1.6764542772105453,1.7262150688152313,0.04976079160468605,0.04976079160468605,2.968216448317523,1.1460653887927263,1.1268196106089265,-0.0192457781837998,0.0192457781837998,-1.679291458585399,570.2327955867494,599.426800417784,29.19400483103459,29.19400483103459,5.119664294473802,327.28840925752615,331.93431442178996,4.645905164263809,4.645905164263809,1.419514114417718,1.7422945006832276,1.8058596968558378,0.06356519617261025,0.06356519617261025,3.6483611781867897,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,25.0,False,False,612,613,0.9841512286143937,0.0,0.03410987457978409,612,0,1,0.99836867862969,1.0,0.9991836734693879,315.9999999999722,14.353518821606343,17.90628449874428,0.04255319148936636,17.920905166736656,611,828.437908496732,828.4124386252046,-0.025469871527434407,0.025469871527434407,-0.003074445443189769,46.977980713169195,50.744620412066254,3.766639698897059,3.766639698897059,8.017883360919274,30.45299025358163,43.33627564622122,12.88328539263959,12.88328539263959,42.3054855544912,9.00163666121113,15.901639344262295,6.900002683051165,6.900002683051165,76.65275707898657,30.477600635297417,43.371642309749845,12.894041674452428,12.894041674452428,42.30661668136462,21.550918083514233,30.66838238842149,9.117464304907259,9.117464304907259,42.30661668136463,62.844405268340736,64.88053115694214,2.036125888601404,2.036125888601404,3.239947740625923,0.3429250064742197,0.47269006343731224,0.12976505696309254,0.12976505696309254,37.840651604055004,1.6764542772105453,1.2341361202882002,-0.4423181569223451,0.4423181569223451,-26.384146763508454,1.1460653887927263,1.01760087614213,-0.12846451265059633,0.12846451265059633,-11.20917828134761,570.2327955867494,609.3123985686016,39.07960298185219,39.07960298185219,6.853271731177906,327.28840925752615,385.46718874348,58.17877948595384,58.17877948595384,17.775997511777447,1.7422945006832276,1.5807114492800207,-0.16158305140320683,0.16158305140320683,-9.274152638365287,False
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,500.0,True,False,612,613,0.9841512286143937,0.0,0.021757717714148632,612,0,1,0.99836867862969,1.0,0.9991836734693879,314.1202627661373,4.953741346802026,7.061686387951377,0.020982841393582686,7.067441085742662,611,828.437908496732,828.3908682751087,-0.04704022162331967,0.04704022162331967,-0.005678183137306932,46.977980713169195,47.85477045137297,0.8767897382037759,0.8767897382037759,1.8663844739456588,30.45299025358163,32.55394505460945,2.1009548010278216,2.1009548010278216,6.899009862523188,9.00163666121113,11.80327868852459,2.801642027313461,2.801642027313461,31.123695976154995,30.477600635297417,32.58011895226941,2.1025183169719917,2.1025183169719917,6.898569024941469,21.550918083514233,23.037623043014058,1.486704959499825,1.486704959499825,6.89856902494148,62.844405268340736,63.63510064763933,0.7906953792985902,0.7906953792985902,1.2581794288964663,0.3429250064742197,0.36202697581289495,0.01910196933867525,0.01910196933867525,5.570305162365374,1.6764542772105453,1.7371833679915791,0.060729090781033834,0.060729090781033834,3.622472238376883,1.1460653887927263,1.128843506324726,-0.017221882468000382,0.017221882468000382,-1.5026963239978863,570.2327955867494,601.5615853809877,31.328789794238332,31.328789794238332,5.494035074219489,327.28840925752615,330.7021136879876,3.4137044304614506,3.4137044304614506,1.0430263748739677,1.7422945006832276,1.819043666435564,0.07674916575233648,0.07674916575233648,4.405062733208414,True
s1_sit,msptdfast,MSPTDfast v2,mid_upslope,none,1.0,500.0,False,False,612,613,0.9841512286143937,0.0,0.02174031004699501,612,0,1,0.99836867862969,1.0,0.9991836734693879,314.00000000000585,4.919803600658547,7.08840596902293,0.022913256955860013,7.094176694616582,611,828.437908496732,828.392798690671,-0.04510980606096382,0.04510980606096382,-0.005445164398961321,46.977980713169195,47.858975352870445,0.8809946397012496,0.8809946397012496,1.875335266282067,30.45299025358163,32.57344790157766,2.12045764799603,2.12045764799603,6.963052331935251,9.00163666121113,11.311475409836065,2.3098387486249354,2.3098387486249354,25.66020864381519,30.477600635297417,32.599643763907615,2.1220431286101977,2.1220431286101977,6.96263184888829,21.550918083514233,23.051429169724823,1.5005110862105902,1.5005110862105902,6.962631848888301,62.844405268340736,63.63642555083119,0.792020282490455,0.792020282490455,1.2602876566475405,0.3429250064742197,0.36223639166080934,0.019311385186589647,0.019311385186589647,5.631372697237649,1.6764542772105453,1.7911373852266559,0.11468310801611059,0.11468310801611059,6.8408133508378155,1.1460653887927263,1.1273280963835892,-0.01873729240913713,0.01873729240913713,-1.6349235036994818,570.2327955867494,601.369285883842,31.136490297092678,31.136490297092678,5.460312093248571,327.28840925752615,331.12413518055223,3.835725923026075,3.835725923026075,1.171971207818711,1.7422945006832276,1.8161445270545837,0.07385002637135618,0.07385002637135618,4.238664952589614,True
