fs,step_ms,predicted_rmse_ms,measured_rmse_ms,residual_ms,with_interp_rmse_ms
25.0,40.0,17.417094199858504,17.660358018844548,-0.2432638189860441,6.169459843757515
30.0,33.333333333333336,14.895425099179386,14.833671372683789,0.061753726495597405,6.149530567905453
50.0,20.0,10.16637449471269,10.131340271382529,0.03503422333016104,6.1744558846792295
100.0,10.0,7.304462359869114,7.340243238517575,-0.03578087864846058,6.057103573497651
500.0,2.0,6.111887627136536,6.141338479357021,-0.029450852220485046,6.070089071238783
