metric,best,worst,spread_ratio,cv_pct
beat-detection F1,99.91602178779813,99.20552972201848,0.9928891077420137,0.2780528184975723
IBI RMSE,6.923269926653878,7.279091467292595,1.0513950119536493,2.114316807499365
RMSSD error,1.5678360738403896,13.979781091495973,8.916608901115996,103.0658770902101
SDNN error,0.9525092871006748,4.272855863892655,4.485894176316874,61.819690660679214
